user_type,code,type,name,parent_id,note,reconcile,active
Regular,15125001,regular,"plantas y redes",151250,,FALSE,TRUE
Regular,15129901,regular,"ajustes por inflación",151299,,FALSE,TRUE
Regular,15160501,regular,edificios,151605,,FALSE,TRUE
Regular,15161001,regular,oficinas,151610,,FALSE,TRUE
Regular,15161501,regular,almacenes,151615,,FALSE,TRUE
Regular,15162001,regular,"fábricas y plantas industriales",151620,,FALSE,TRUE
Regular,15162501,regular,"salas de exhibición y ventas",151625,,FALSE,TRUE
Regular,15163001,regular,"cafetería y casinos",151630,,FALSE,TRUE
Regular,15163501,regular,silos,151635,,FALSE,TRUE
Regular,15164001,regular,invernaderos,151640,,FALSE,TRUE
Regular,15164501,regular,"casetas y campamentos",151645,,FALSE,TRUE
Regular,15165001,regular,"instalaciones agropecuarias",151650,,FALSE,TRUE
Regular,15165501,regular,"viviendas para empleados y obreros",151655,,FALSE,TRUE
Regular,15166001,regular,"terminal de buses y taxis",151660,,FALSE,TRUE
Regular,15166301,regular,"terminal marítimo",151663,,FALSE,TRUE
Regular,15166501,regular,"terminal férreo",151665,,FALSE,TRUE
Regular,15167001,regular,"parqueaderos, garajes y depósitos",151670,,FALSE,TRUE
Regular,15167501,regular,hangares,151675,,FALSE,TRUE
Regular,15168001,regular,bodegas,151680,,FALSE,TRUE
Regular,15169501,regular,otros,151695,,FALSE,TRUE
Regular,15169901,regular,"ajustes por inflación",151699,,FALSE,TRUE
Regular,15209901,regular,"ajustes por inflación",152099,,FALSE,TRUE
Regular,15240501,regular,"muebles y enseres",152405,,FALSE,TRUE
Regular,15241001,regular,equipos,152410,,FALSE,TRUE
Regular,15249501,regular,otros,152495,,FALSE,TRUE
Regular,15249901,regular,"ajustes por inflación",152499,,FALSE,TRUE
Regular,15280501,regular,"equipos de procesamiento de datos",152805,,FALSE,TRUE
Regular,15281001,regular,"equipos de telecomunicaciones",152810,,FALSE,TRUE
Regular,15281501,regular,"equipos de radio",152815,,FALSE,TRUE
Regular,15282001,regular,"satélites y antenas",152820,,FALSE,TRUE
Regular,15282501,regular,"líneas telefónicas",152825,,FALSE,TRUE
Regular,15289501,regular,otros,152895,,FALSE,TRUE
Regular,15289901,regular,"ajustes por inflación",152899,,FALSE,TRUE
Regular,15320501,regular,médico,153205,,FALSE,TRUE
Regular,15321001,regular,odontológico,153210,,FALSE,TRUE
Regular,15321501,regular,laboratorio,153215,,FALSE,TRUE
Regular,15322001,regular,instrumental,153220,,FALSE,TRUE
Regular,15329501,regular,otros,153295,,FALSE,TRUE
Regular,15329901,regular,"ajustes por inflación",153299,,FALSE,TRUE
Regular,15360501,regular,"de habitaciones",153605,,FALSE,TRUE
Regular,15361001,regular,"de comestibles y bebidas",153610,,FALSE,TRUE
Regular,15369501,regular,otros,153695,,FALSE,TRUE
Regular,15369901,regular,"ajustes por inflación",153699,,FALSE,TRUE
Regular,15400501,regular,"autos, camionetas y camperos",154005,,FALSE,TRUE
Regular,15400801,regular,"camiones, volquetas y furgones",154008,,FALSE,TRUE
Regular,15401001,regular,"tractomulas y remolques",154010,,FALSE,TRUE
Regular,15401501,regular,"buses y busetas",154015,,FALSE,TRUE
Regular,15401701,regular,"recolectores y contenedores",154017,,FALSE,TRUE
Regular,15402001,regular,montacargas,154020,,FALSE,TRUE
Regular,15402501,regular,"palas y grúas",154025,,FALSE,TRUE
Regular,15403001,regular,motocicletas,154030,,FALSE,TRUE
Regular,15403501,regular,bicicletas,154035,,FALSE,TRUE
Regular,15404001,regular,"estibas y carretas",154040,,FALSE,TRUE
Regular,15404501,regular,"bandas transportadoras",154045,,FALSE,TRUE
Regular,15409501,regular,otros,154095,,FALSE,TRUE
Regular,15409901,regular,"ajustes por inflación",154099,,FALSE,TRUE
Regular,15440501,regular,buques,154405,,FALSE,TRUE
Regular,15441001,regular,lanchas,154410,,FALSE,TRUE
Regular,15441501,regular,remolcadoras,154415,,FALSE,TRUE
Regular,15442001,regular,botes,154420,,FALSE,TRUE
Regular,15442501,regular,boyas,154425,,FALSE,TRUE
Regular,15443001,regular,amarres,154430,,FALSE,TRUE
Regular,15443501,regular,"contenedores y chasises",154435,,FALSE,TRUE
Regular,15444001,regular,gabarras,154440,,FALSE,TRUE
Regular,15449501,regular,otros,154495,,FALSE,TRUE
Regular,15449901,regular,"ajustes por inflación",154499,,FALSE,TRUE
Regular,15480501,regular,aviones,154805,,FALSE,TRUE
Regular,15481001,regular,avionetas,154810,,FALSE,TRUE
Regular,15481501,regular,helicópteros,154815,,FALSE,TRUE
Regular,15482001,regular,"turbinas y motores",154820,,FALSE,TRUE
Regular,15482501,regular,"manuales de entrenamiento personal técnico",154825,,FALSE,TRUE
Regular,15483001,regular,"equipos de vuelo",154830,,FALSE,TRUE
Regular,15489501,regular,otros,154895,,FALSE,TRUE
Regular,15489901,regular,"ajustes por inflación",154899,,FALSE,TRUE
Regular,15520501,regular,locomotoras,155205,,FALSE,TRUE
Regular,15521001,regular,vagones,155210,,FALSE,TRUE
Regular,15521501,regular,"redes férreas",155215,,FALSE,TRUE
Regular,15529501,regular,otros,155295,,FALSE,TRUE
Regular,15529901,regular,"ajustes por inflación",155299,,FALSE,TRUE
Regular,15560501,regular,"instalaciones para agua y energía",155605,,FALSE,TRUE
Regular,15561001,regular,"acueducto, acequias y canalizaciones",155610,,FALSE,TRUE
Regular,15561501,regular,"plantas de generación hidráulica",155615,,FALSE,TRUE
Regular,15562001,regular,"plantas de generación térmica",155620,,FALSE,TRUE
Regular,15562501,regular,"plantas de generación a gas",155625,,FALSE,TRUE
Regular,15562801,regular,"plantas de generación diesel, gasolina y petróleo",155628,,FALSE,TRUE
Regular,15563001,regular,"plantas de distribución",155630,,FALSE,TRUE
Regular,15563501,regular,"plantas de transmisión y subestaciones",155635,,FALSE,TRUE
Regular,15564001,regular,oleoductos,155640,,FALSE,TRUE
Regular,15564501,regular,gasoductos,155645,,FALSE,TRUE
Regular,15564701,regular,poliductos,155647,,FALSE,TRUE
Regular,15565001,regular,"redes de distribución",155650,,FALSE,TRUE
Regular,15565501,regular,"plantas de tratamiento",155655,,FALSE,TRUE
Regular,15566001,regular,"redes de recolección de aguas negras",155660,,FALSE,TRUE
Regular,15566501,regular,"instalaciones y equipo de bombeo",155665,,FALSE,TRUE
Regular,15567001,regular,"redes de distribución de vapor",155670,,FALSE,TRUE
Regular,15567501,regular,"redes de aire",155675,,FALSE,TRUE
Regular,15568001,regular,"redes alimentación de gas",155680,,FALSE,TRUE
Regular,15568201,regular,"redes externas de telefonía",155682,,FALSE,TRUE
Regular,15568501,regular,"plantas deshidratadoras",155685,,FALSE,TRUE
Regular,15569501,regular,otros,155695,,FALSE,TRUE
Regular,15569901,regular,"ajustes por inflación",155699,,FALSE,TRUE
Regular,15609901,regular,"ajustes por inflación",156099,,FALSE,TRUE
Regular,15629901,regular,"ajustes por inflación",156299,,FALSE,TRUE
Regular,15640501,regular,"cultivos en desarrollo",156405,,FALSE,TRUE
Regular,15641001,regular,"cultivos amortizables",156410,,FALSE,TRUE
Regular,15649901,regular,"ajustes por inflación",156499,,FALSE,TRUE
Regular,15680501,regular,"pavimentación y patios",156805,,FALSE,TRUE
Regular,15681001,regular,vías,156810,,FALSE,TRUE
Regular,15681501,regular,puentes,156815,,FALSE,TRUE
Regular,15682001,regular,calles,156820,,FALSE,TRUE
Regular,15682501,regular,aeródromos,156825,,FALSE,TRUE
Regular,15689501,regular,otros,156895,,FALSE,TRUE
Regular,15689901,regular,"ajustes por inflación",156899,,FALSE,TRUE
Regular,15720501,regular,minas,157205,,FALSE,TRUE
Regular,15721001,regular,canteras,157210,,FALSE,TRUE
Regular,15729901,regular,"ajustes por inflación",157299,,FALSE,TRUE
Regular,15769901,regular,"ajustes por inflación",157699,,FALSE,TRUE
Regular,15809901,regular,"ajustes por inflación",158099,,FALSE,TRUE
Regular,15849901,regular,"ajustes por inflación",158499,,FALSE,TRUE
Regular,15880501,regular,"maquinaria y equipo",158805,,FALSE,TRUE
Regular,15881001,regular,"equipo de oficina",158810,,FALSE,TRUE
Regular,15881501,regular,"equipo de computación y comunicación",158815,,FALSE,TRUE
Regular,15882001,regular,"equipo médico-científico",158820,,FALSE,TRUE
